Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.359606707775649,0.0966169851045402,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.359606707775701,0.0966169851045541,PHATRDRAFT_10454,PHATRDRAFT_23913,,
2,0.359606707775732,0.0966169851045623,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.359606707775732,0.0966169851045623,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.359606707775732,0.0966169851045623,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.359606707775732,0.0602389093544206,PHATRDRAFT_30145,PHATRDRAFT_10454,,
2,0.359606707775733,0.0602389093544093,PHATRDRAFT_26290,PHATRDRAFT_10454,,
3,0.359606707775773,0.0966169851045733,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,
3,0.359606707775729,0.0966169851045615,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,
4,0.35960670777562,0.119388682420002,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693
4,0.359606707775731,0.119388682419935,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859
4,0.359606707775728,0.119388682420038,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245
4,0.359606707775732,0.0441414283263519,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245
4,0.359606707775731,0.0441414283259701,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913
4,0.359606707775731,0.0441414283263518,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693
4,0.359606707775733,0.0410479627173267,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_10454,PHATRDRAFT_18064
