Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
2,0.208663405110123,0.0560624389575207,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,
2,0.208663405110084,0.0560624389575104,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,
2,0.290102132519675,0.0485959680019945,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,
2,0.290102132519704,0.0485959680020351,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,
3,0.208663405110489,0.0560624389576192,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,,
3,0.208663405110301,0.0560624389575685,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,,
3,0.301035073182922,0.0409519124463023,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_43469,,,
3,0.309137281991751,0.0352870381762801,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064,,,
4,0.176806056981573,0.0586992448429987,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,,
4,0.176806056981573,0.0586992448429987,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,,
4,0.201361906961709,0.0566667778125275,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,
4,0.20136190696157,0.0566667778121554,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,
4,0.30590181983,0.0375491973952489,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,,
5,0.305901819829988,0.0375491973952475,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35240,PHATRDRAFT_10693,
5,0.305901819829945,0.0375491973952422,PHATRDRAFT_45947,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_28068,PHATRDRAFT_10693,
6,0.284040656838052,0.0498235272888533,PHATRDRAFT_54478,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372
6,0.325961090477966,0.0235242260755774,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_11319,PHATRDRAFT_10693
