Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.208663405110161,0.0560624389575311,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.208663405110287,0.0560624389575648,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.208663405110138,0.0560624389575249,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.321136688694857,0.02689733459134,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
3,0.208663405110393,0.0560624389575935,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
3,0.208663405110252,0.0560624389575555,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,
4,0.176806056981123,0.0586992448428492,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,
4,0.201361906961389,0.0566667778124365,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
4,0.201361906961244,0.0566667778123965,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
4,0.30590181983,0.037549197395249,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,PHATRDRAFT_10693,
4,0.321136688694856,0.0268973345913401,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_22803,
4,0.325961090477968,0.0235242260755812,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
4,0.325961090477957,0.023524226075571,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
5,0.176806056981621,0.0586992448430146,PHATRDRAFT_55192,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_35240
5,0.305901819830001,0.037549197395249,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35240,PHATRDRAFT_10693
5,0.30590181982989,0.0375491973952119,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_10693
