Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
3,0.347559644548339,0.0589611673579526,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_48078,,,
3,0.34755964454834,0.0589611673579529,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_42245,,,
3,0.347559644548347,0.058961167357954,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_20310,,,
3,0.34755964454823,0.0589611673579334,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_23913,,,
3,0.34755964454834,0.0589611673579528,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_18064,,,
3,0.347559644548338,0.0589611673579525,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_859,,,
3,0.34910945187207,0.0513760449707066,PHATRDRAFT_26290,PHATRDRAFT_16490,PHATRDRAFT_29658,,,
3,0.349109451871912,0.0513760449702774,PHATRDRAFT_30145,PHATRDRAFT_16490,PHATRDRAFT_29658,,,
4,0.347559644548229,0.0589611673579341,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_25932,PHATRDRAFT_11014,,
4,0.34755964454834,0.0589611673579529,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_41886,PHATRDRAFT_39681,,
4,0.352338224897367,0.035573668647608,PHATRDRAFT_19708,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_31436,,
4,0.352338224897405,0.0355736686476148,PHATRDRAFT_19708,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_35580,,
4,0.352338224897398,0.0355736686476058,PHATRDRAFT_54478,PHATRDRAFT_19708,PHATRDRAFT_16490,PHATRDRAFT_29658,,
4,0.352338224897367,0.035573668647608,PHATRDRAFT_19708,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_11319,,
5,0.349109451872135,0.051376044970692,PHATRDRAFT_54478,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_16490,PHATRDRAFT_29658,
5,0.352338224897395,0.0355736686476004,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_51970,
5,0.352338224897367,0.035573668647608,PHATRDRAFT_18572,PHATRDRAFT_22418,PHATRDRAFT_19708,PHATRDRAFT_16490,PHATRDRAFT_29658,
6,0.352338224897397,0.0355736686475433,PHATRDRAFT_42015,PHATRDRAFT_28191,PHATRDRAFT_16490,PHATRDRAFT_29658,PHATRDRAFT_19979,PHATRDRAFT_23365
