Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.340893038662981,0.0915891081188916,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.340893038662843,0.0915891081188547,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.340893038662813,0.0915891081188465,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.340893038662781,0.091589108118838,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.347705898622836,0.0582453654403749,PHATRDRAFT_26290,PHATRDRAFT_10454,,
2,0.340893038662814,0.0915891081185874,PHATRDRAFT_10454,PHATRDRAFT_23913,,
3,0.340893038662812,0.0915891081188464,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,
4,0.336762592860942,0.111804483566888,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.336762592860942,0.111804483566803,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245
4,0.350808310118261,0.0430614322328803,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693
4,0.350808310118248,0.0430614322328786,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.354381118482984,0.0255752658573087,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693
4,0.340053689318224,0.0956970816758823,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,PHATRDRAFT_10693
