Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.359606707775732,0.0493272007107712,PHATRDRAFT_36821,PHATRDRAFT_23913,,
2,0.359606707775731,0.0493272007107583,PHATRDRAFT_36821,PHATRDRAFT_48078,,
2,0.359606707775579,0.0493272007107375,PHATRDRAFT_36821,PHATRDRAFT_20310,,
2,0.359606707775674,0.0493272007107505,PHATRDRAFT_36821,PHATRDRAFT_42245,,
2,0.359606707775732,0.0493272007108128,PHATRDRAFT_36821,PHATRDRAFT_859,,
2,0.359606707775726,0.0322056617015202,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.359606707775732,0.0322056617015207,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.359606707775731,0.0322056617016251,PHATRDRAFT_10454,PHATRDRAFT_23913,,
2,0.35960670777567,0.0322056617015152,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.359606707775808,0.0322056617015276,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.359606707775736,0.0311381628356826,PHATRDRAFT_30145,PHATRDRAFT_36821,,
2,0.359606707775733,0.0200796364516328,PHATRDRAFT_26290,PHATRDRAFT_10454,,
2,0.359606707775621,0.0200796364514674,PHATRDRAFT_30145,PHATRDRAFT_10454,,
3,0.359606707775731,0.0236448921969018,PHATRDRAFT_10454,PHATRDRAFT_36821,PHATRDRAFT_18064,
4,0.359606707775726,0.0596943412100185,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.3596067077754,0.0596943412099644,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693
4,0.359606707775731,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078
4,0.359606707775731,0.0129761952256381,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693
