Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
4,0.273459405237774,0.340411865491606,YPL061W,YOR120W,YDL171C,YJL121C,,,,,
5,0.273459405237774,0.340411865491606,YPL061W,YFL053W,YML070W,YDL171C,YJL121C,,,,
5,0.273459405237774,0.340411862834309,YPL061W,YIL053W,YER062C,YDL171C,YJL121C,,,,
6,0.160868488131576,0.00666075169132929,YGR087C,YLR044C,YLR134W,YOR120W,YJL121C,YBR006W,,,
6,0.160868488135045,0.00666075807445372,YGR087C,YLR044C,YLR134W,YOR120W,YMR250W,YJL121C,,,
6,0.160868488131576,0.00666075169132929,YGR087C,YLR044C,YLR134W,YGR019W,YOR120W,YJL121C,,,
7,0.160868488135045,0.00666075807445372,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YMR250W,YJL121C,,
7,0.160868488131575,0.00666075555736942,YGR087C,YLR044C,YLR134W,YIL053W,YER062C,YMR250W,YJL121C,,
7,0.160868488131576,0.00666075169132929,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YJL121C,YBR006W,,
7,0.160868488146321,0.00666076588571111,YGR087C,YLR044C,YLR134W,YIL053W,YER062C,YJL121C,YBR006W,,
7,0.160868488131576,0.00666075169132929,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YGR019W,YJL121C,,
7,0.160868488146321,0.00666076588571111,YGR087C,YLR044C,YLR134W,YGR019W,YIL053W,YER062C,YJL121C,,
8,0.227555834925808,0.00942195786295419,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YOR120W,YJL121C,
8,0.134233343224032,1.67527083645507,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YOR120W,YDL171C,YJL121C,
9,0.227555834925812,0.00942195096108212,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YIL053W,YER062C,YJL121C
9,0.134233343224033,1.67527089959079,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YIL053W,YER062C,YDL171C,YJL121C
