Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
2,0.352963832594048,0.00464454244301621,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,
2,0.352963832594015,0.00464454244311208,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,
2,0.352963832594125,0.00464454244305159,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,
2,0.352963832594128,0.00464454244310886,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,
5,0.340306227219526,0.0134944430932448,PHATRDRAFT_draft521,PHATRDRAFT_54477,PHATRDRAFT_26290,PHATRDRAFT_36256,PHATRDRAFT_15917,,,,
6,0.242180434264231,0.0532882626709965,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_19708,PHATRDRAFT_23913,,,
6,0.324637649156307,0.0244495451913741,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_42245,,,
7,0.242180434264242,0.0532882626709746,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_23913,,
7,0.324637649156311,0.0244495451914827,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_20310,,
8,0.242180434264507,0.0532882626710647,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_23913,
8,0.242180434263054,0.0532882626707358,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_19708,PHATRDRAFT_23913,PHATRDRAFT_8990,
9,0.324637649156101,0.0244495451913171,PHATRDRAFT_54219,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_48078,PHATRDRAFT_8945,PHATRDRAFT_41686
