Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
2,0.340893038662814,0.0915891081188467,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,,,,,
2,0.340893038662815,0.091589108118847,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,,,,,,
2,0.340893038662814,0.0915891081188467,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,,,,,
2,0.340893038662814,0.0915891081188468,PHATRDRAFT_10454,PHATRDRAFT_48078,,,,,,,,,
2,0.353556185332566,0.0296126831612635,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,,,,,
2,0.35355618533257,0.0296126831609995,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,,,,,,
4,0.336762592860945,0.111804483566804,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,,,,,,,
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,,,,,,,
4,0.354381118482872,0.0255752658572902,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,,,,,,
5,0.33676259286083,0.111804483566766,PHATRDRAFT_55192,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_35240,,,,,,
5,0.336762592860973,0.111804483566813,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_10693,,,,,,
5,0.33676259286083,0.111804483566766,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_35240,PHATRDRAFT_10693,,,,,,
5,0.336762592860945,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_10693,,,,,,
10,0.315861877289247,0.214097512619901,Phatr3_EG02261,PHATRDRAFT_8691,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_50742,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_20310,
11,0.349914527250067,0.047435816285784,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_55192,PHATRDRAFT_30519,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_8990
