Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
2,0.342035615206752,0.0859970691667096,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,,,,,
2,0.342035615206752,0.0859970691667095,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,,,,
2,0.342035615206752,0.0859970691666939,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,,,,
2,0.342035615206754,0.0859970691667099,PHATRDRAFT_10454,PHATRDRAFT_48078,,,,,,,,
2,0.348894680697041,0.0524271857304669,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,,,,,
2,0.34889468069705,0.05242718573046,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,,,,
3,0.34203561520676,0.0859970691667116,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,,,,
3,0.342035615206754,0.08599706916671,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,,,,,,
4,0.336762592860861,0.111804483566776,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,,,,,,
4,0.340053689318225,0.0956970816758727,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,,,,,
5,0.336762592860945,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_10693,,,,,
6,0.354381118482973,0.0255752658573236,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_41969,PHATRDRAFT_10693,,,,
7,0.31586187728948,0.214097512620105,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_42245,,,
7,0.349468984245508,0.0496164087806164,PHATRDRAFT_40430,PHATRDRAFT_14401,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_10693,,,
8,0.304794773211745,0.268262528886749,PHATRDRAFT_42015,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_28191,PHATRDRAFT_51970,PHATRDRAFT_23365,,
8,0.327762956545426,0.155850825231394,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_11319,PHATRDRAFT_16649,,
10,0.315861877289092,0.214097512619597,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_41969,PHATRDRAFT_8990,PHATRDRAFT_46728
10,0.327762956545309,0.155850825231344,PHATRDRAFT_42015,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_28191,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_43194,PHATRDRAFT_55069,PHATRDRAFT_16649
10,0.315861877289246,0.214097512620103,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_29016,PHATRDRAFT_20310,PHATRDRAFT_8990,PHATRDRAFT_8945,PHATRDRAFT_41686
