Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
4,0.273459405237771,0.340411861433228,YPL061W,YOR120W,YDL171C,YJL121C,,,,,,,
5,0.27345940526553,0.340411869613448,YPL061W,YIL053W,YER062C,YDL171C,YJL121C,,,,,,
5,0.273459405237771,0.340411861433228,YPL061W,YFL053W,YML070W,YDL171C,YJL121C,,,,,,
6,0.160868488117698,0.00666075107980157,YGR087C,YLR044C,YLR134W,YOR120W,YJL121C,YBR006W,,,,,
6,0.160868488117698,0.00666075107980157,YGR087C,YLR044C,YLR134W,YGR019W,YOR120W,YJL121C,,,,,
6,0.160868488161065,0.00666076483013589,YGR087C,YLR044C,YLR134W,YOR120W,YMR250W,YJL121C,,,,,
7,0.160868488117698,0.00666075107980157,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YGR019W,YJL121C,,,,
7,0.160868488117698,0.00666075107980157,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YJL121C,YBR006W,,,,
7,0.160868488159333,0.00666076199799895,YGR087C,YLR044C,YLR134W,YIL053W,YER062C,YJL121C,YBR006W,,,,
7,0.160868488161065,0.00666076483013589,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YMR250W,YJL121C,,,,
7,0.160868488159333,0.00666076199799895,YGR087C,YLR044C,YLR134W,YGR019W,YIL053W,YER062C,YJL121C,,,,
8,0.134233343255257,1.67527085196216,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YOR120W,YDL171C,YJL121C,,,
8,0.227555834932748,0.00942196409448448,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YOR120W,YJL121C,,,
9,0.227555834939687,0.00942194020971088,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YIL053W,YER062C,YJL121C,,
9,0.227555834932748,0.00942196409448448,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YFL053W,YML070W,YJL121C,,
10,0.22987119835402,0.009517815779641,YOL086C,YDL168W,YGL256W,YBR145W,YPL061W,YGR019W,YDR148C,YOR120W,YJL121C,YLR348C,
11,0.22987119835402,0.009517815779641,YOL086C,YDL168W,YGL256W,YBR145W,YPL061W,YFL053W,YML070W,YDR148C,YJL121C,YLR348C,YBR006W
11,0.229871198354021,0.0095178157757015,YOL086C,YDL168W,YGL256W,YBR145W,YPL061W,YIL053W,YER062C,YMR250W,YGR244C,YJL121C,YLR348C
