Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.10327218891597,0.00668893967798401,TM0273,TM0211,TM0546,
3,0.10327218891597,0.00668893967798401,TM0273,TM0211,TM0545,
4,0.103281083664757,0.00668951578940238,TM0209,TM0289,TM0211,TM0546
4,0.137119874721445,0.00888125428615355,TM1385,TM0211,TM0296,TM0545
4,0.1812724733816,0.0117410180993593,TM0209,TM0272,TM0211,TM0545
4,0.137119874721445,0.00888125428615355,TM1385,TM0211,TM0545,TM1667
4,0.103281083664757,0.00668951578940238,TM0209,TM0289,TM0211,TM0545
4,0.137119874721445,0.00888125428615355,TM1385,TM0211,TM0546,TM1667
4,0.137119874721445,0.00888125428615355,TM1385,TM0211,TM0296,TM0546
4,0.1812724733816,0.0117410180993593,TM0209,TM0272,TM0211,TM0546
