Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
2,0.201384901206362,0.102585468664843,YNR001C,YPR001W,,,,,,,,,,
2,0.246469641791243,0.0501812191094179,UNKNOWN,YBR291C,,,,,,,,,,
2,0.265614449910862,0.0269333052209614,YFR055W,YNL277W,,,,,,,,,,
2,0.265614449879637,0.0269333051983267,YFR055W,YLR303W,,,,,,,,,,
2,0.280558495514107,0.00972135187524564,YLR043C,YDR353W,,,,,,,,,,
3,0.20128379622371,0.102533965806784,YKL106W,YKL085W,YKL120W,,,,,,,,,
4,0.246200284886066,0.050126377978466,YBR291C,YLR348C,YKL085W,YKL029C,,,,,,,,
4,0.268251786852906,0.0218464255249904,YDR035W,YPL262W,YLR348C,YOL126C,,,,,,,,
4,0.268251786825155,0.0218464255101315,YBR291C,YPL262W,YLR348C,YOL126C,,,,,,,,
4,0.244381562534245,0.0497951871881996,YKL106W,YPL262W,YOL126C,YKL120W,,,,,,,,
4,0.246200284882595,0.050126377842389,YDR035W,YLR348C,YKL085W,YKL029C,,,,,,,,
9,0.269337668571828,0.00106418226061659,YDR035W,YML035C,YPL111W,YCR032W,YNL141W,YER065C,YKL174C,YLR348C,YOL126C,,,
10,0.251332463393475,0.0128993486480646,YML035C,YPL111W,YKL106W,YCR010C,YNL141W,YKL174C,YNL117W,YIR031C,YOL126C,YKL120W,,
11,0.250538518050609,0.0128586009016881,YML035C,YPL111W,YCR010C,YNL141W,YBR291C,YNL037C,YDL066W,YER065C,YKL174C,YLR348C,YOL126C,
12,0.25053851807663,0.0128586010291764,YML035C,YPL111W,YCR010C,YNL141W,YBR291C,YNL037C,YDL066W,YKL174C,YLR348C,YOL126C,YLR164W,YDR178W
