Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.340893038662818,0.0915891081188478,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.340893038662815,0.0915891081188471,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.340893038662846,0.0915891081188554,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.340893038662692,0.0915891081188141,PHATRDRAFT_10454,PHATRDRAFT_23913,,
2,0.340893038662925,0.0915891081188766,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.347705898622812,0.0582453654401517,PHATRDRAFT_26290,PHATRDRAFT_10454,,
3,0.340893038662925,0.0915891081188768,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,
4,0.336762592860971,0.111804483566813,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078
4,0.336762592860941,0.111804483566803,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693
4,0.336762592860971,0.111804483566813,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,PHATRDRAFT_10693
4,0.336762592860945,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,PHATRDRAFT_10693
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245
4,0.336762592860945,0.111804483566804,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913
4,0.354381118482874,0.0255752658572903,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693
