Deletion size,Max growth rate,Min production rate,Deleted genes,,,
1,0.338472156714474,0.0517187375314718,Phatr3_EG02584,,,
2,0.348367223628419,0.0275043424824162,PHATRDRAFT_26432,PHATRDRAFT_31544,,
3,0.348367223628451,0.0275043424823593,PHATRDRAFT_54015,PHATRDRAFT_31544,PHATRDRAFT_21970,
3,0.348367223628421,0.0275043424824251,PHATRDRAFT_26432,PHATRDRAFT_55069,PHATRDRAFT_20318,
3,0.348367223628421,0.0275043424824251,PHATRDRAFT_26432,PHATRDRAFT_41969,PHATRDRAFT_38085,
3,0.348367223628421,0.0275043424824251,PHATRDRAFT_26432,PHATRDRAFT_19979,PHATRDRAFT_38946,
3,0.348367223628421,0.0275043424824133,PHATRDRAFT_26432,PHATRDRAFT_23913,PHATRDRAFT_38946,
3,0.34836722362815,0.0275043424824162,PHATRDRAFT_draft521,PHATRDRAFT_38946,PHATRDRAFT_51970,
3,0.348367223628422,0.0275043424824162,PHATRDRAFT_draft521,PHATRDRAFT_17720,PHATRDRAFT_5423,
3,0.348367223628476,0.0275043424821926,PHATRDRAFT_draft521,PHATRDRAFT_20310,PHATRDRAFT_5423,
3,0.348367223628422,0.0275043424824162,PHATRDRAFT_draft521,PHATRDRAFT_20318,PHATRDRAFT_31436,
4,0.348367223628423,0.0275043424828441,PHATRDRAFT_54015,PHATRDRAFT_19979,PHATRDRAFT_35691,PHATRDRAFT_21970
4,0.348367223628449,0.0275043424823025,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_35691,PHATRDRAFT_28181
4,0.348367223628423,0.0275043424828441,PHATRDRAFT_54015,PHATRDRAFT_11319,PHATRDRAFT_47293,PHATRDRAFT_21970
4,0.348367223628415,0.0275043424823718,PHATRDRAFT_54015,PHATRDRAFT_54478,PHATRDRAFT_47293,PHATRDRAFT_28181
4,0.34836722362842,0.0275043424824606,PHATRDRAFT_54015,PHATRDRAFT_5423,PHATRDRAFT_21970,PHATRDRAFT_42245
4,0.348367223628449,0.0275043424823025,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_5423,PHATRDRAFT_28181
