Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.208663405110359,0.0560624389575843,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.208663405110139,0.0560624389575251,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.208663405110465,0.0560624389576126,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.208663405110397,0.0560624389575945,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.208663405110253,0.0560624389575557,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.290102132519688,0.0485959680020089,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
2,0.290102132520407,0.0485959680021303,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
3,0.208663405110415,0.0560624389575993,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,
4,0.305901819830001,0.037549197395249,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,
4,0.325961090477966,0.023524226075575,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
4,0.305901819830049,0.0375491973952669,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,
4,0.30590181983,0.037549197395249,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,
4,0.17680605698105,0.0586992448428247,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693,
4,0.176806056980908,0.0586992448427777,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693,
5,0.176806056981707,0.058699244843043,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_31367
5,0.17680605698055,0.0586992448426589,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_10693
5,0.305901819830112,0.0375491973952626,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_18064,PHATRDRAFT_10693
