Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
4,0.322300888277269,0.026083353562805,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_20310,PHATRDRAFT_23913,,,
4,0.32230088827724,0.0260833535626528,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,PHATRDRAFT_46728,,,
4,0.32230088827724,0.0260833535626528,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,PHATRDRAFT_51245,,,
4,0.322300888277268,0.0260833535628023,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_19708,PHATRDRAFT_23913,,,
4,0.32230088827724,0.0260833535626528,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_23913,PHATRDRAFT_51830,,,
4,0.322300888277268,0.0260833535628023,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_19708,PHATRDRAFT_23913,,,
4,0.322300888277272,0.0260833535628053,PHATRDRAFT_54219,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,,,
4,0.322300888277268,0.0260833535628023,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_19708,PHATRDRAFT_23913,,,
4,0.322300888277269,0.026083353562805,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_23913,,,
4,0.322300888277272,0.0260833535628053,PHATRDRAFT_55192,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_23913,,,
4,0.322300888277269,0.026083353562805,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_23913,,,
5,0.322300888277272,0.0260833535628053,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_36256,PHATRDRAFT_23913,,
5,0.322300888277269,0.0260833535627413,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_23365,,
5,0.322300888277379,0.0260833535628599,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_23913,,
6,0.322300888277269,0.026083353562805,PHATRDRAFT_42015,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_19708,PHATRDRAFT_41886,PHATRDRAFT_39681,
6,0.322300888277417,0.0260833535628086,PHATRDRAFT_13643,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_44384,
6,0.322300888277321,0.0260833535628093,PHATRDRAFT_55192,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_36390,
6,0.322300888277379,0.0260833535628137,PHATRDRAFT_draft976,PHATRDRAFT_49112,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,
7,0.322300888277321,0.0260833535628093,PHATRDRAFT_54219,Phatr3_EG02215,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681
7,0.322300888277326,0.0260833535628108,PHATRDRAFT_42015,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_29016,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_51830
