Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.340893038662815,0.0915891081188819,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,
2,0.340893038662811,0.0915891081187841,PHATRDRAFT_10454,PHATRDRAFT_48078,,,,,
2,0.34089303866297,0.0915891081188873,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,
2,0.340893038662813,0.0915891081188466,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,,
2,0.347705898622866,0.0582453654402798,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,,
2,0.347705898622814,0.0582453654401787,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,,
3,0.340893038662814,0.0915891081192608,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,,,,
3,0.340893038662815,0.0915891081188469,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,,,
3,0.340893038662801,0.0915891081188432,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,
4,0.336762592860945,0.111804483566804,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,,,
4,0.336762592860941,0.111804483566803,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,,,
4,0.336762592860945,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693,,,
4,0.350808310118134,0.0430614322328645,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,,,
4,0.354381118482985,0.0255752658572983,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,,,
4,0.354381118482871,0.0255752658573145,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,,
4,0.354381118482985,0.0255752658572983,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,,
5,0.350808310118275,0.0430614322328819,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35240,PHATRDRAFT_10693,,
5,0.350808310118138,0.0430614322328651,PHATRDRAFT_45947,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_28068,,
7,0.356660312234964,0.0144203543502813,PHATRDRAFT_29016,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_10693
