Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
3,0.280566175566126,0.335189602094013,YLR027C,YDR148C,YHR208W,,,,,,,
3,0.280566175576534,0.335189601262306,YLR027C,YHR208W,YGR244C,,,,,,,
4,0.280424799864204,0.335020701566266,YLR027C,YHR208W,YKL141W,YMR118C,,,,,,
6,0.270237123876639,0.022378330623441,YPL061W,YLR027C,YDR148C,YOR120W,YMR250W,YJL121C,,,,
6,0.27023712387664,0.0223783247299578,YPL061W,YGR019W,YLR027C,YOR120W,YGR244C,YJL121C,,,,
7,0.27023712387664,0.0223783175694651,YPL061W,YFL053W,YML070W,YLR027C,YMR250W,YGR244C,YJL121C,,,
7,0.27023712387664,0.0223783238669632,YPL061W,YLR027C,YDR148C,YIL053W,YER062C,YJL121C,YBR006W,,,
7,0.270237123835006,0.0223783234486122,YPL061W,YLR027C,YDR148C,YIL053W,YER062C,YMR250W,YJL121C,,,
8,0.16016880621711,0.0132635739497051,YGR087C,YLR044C,YLR134W,YGR019W,YLR027C,YDR148C,YOR120W,YJL121C,,
10,0.160168806189354,0.0132635873700666,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YLR027C,YMR250W,YJL121C,YKL141W,YMR118C
