Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
4,0.273459405237775,0.340411861433302,YPL061W,YOR120W,YDL171C,YJL121C,,,,,
5,0.273459405223896,0.340411864024327,YPL061W,YIL053W,YER062C,YDL171C,YJL121C,,,,
5,0.273459405237775,0.340411861433302,YPL061W,YFL053W,YML070W,YDL171C,YJL121C,,,,
6,0.160868488162801,0.00666075371715556,YGR087C,YLR044C,YLR134W,YOR120W,YJL121C,YBR006W,,,
6,0.160868488162801,0.00666075371715556,YGR087C,YLR044C,YLR134W,YGR019W,YOR120W,YJL121C,,,
6,0.160868488155862,0.00666076433141859,YGR087C,YLR044C,YLR134W,YOR120W,YMR250W,YJL121C,,,
7,0.160868488119433,0.00666075432697223,YGR087C,YLR044C,YLR134W,YGR019W,YIL053W,YER062C,YJL121C,,
7,0.160868488155862,0.00666076433141859,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YMR250W,YJL121C,,
7,0.160868488162801,0.00666075371715556,YGR087C,YFL053W,YML070W,YLR044C,YLR134W,YGR019W,YJL121C,,
7,0.160868488119433,0.00666075432697223,YGR087C,YLR044C,YLR134W,YIL053W,YER062C,YJL121C,YBR006W,,
7,0.160868488131575,0.00666075235811259,YGR087C,YLR044C,YLR134W,YIL053W,YER062C,YMR250W,YJL121C,,
9,0.227555834932748,0.00942196409448451,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YFL053W,YML070W,YJL121C
9,0.13423334323444,1.675270984534,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YIL053W,YER062C,YDL171C,YJL121C
9,0.227555834932749,0.00942194463766921,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YIL053W,YER062C,YJL121C
