Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.332248065926336,0.0446332142066771,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.332248065926336,0.0446332142066772,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.332248065926329,0.0446332142066763,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.332248065926283,0.04463321420667,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.342046069555026,0.0286486343739287,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
2,0.342046069555026,0.0286486343739325,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
3,0.332248065926446,0.044633214206692,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,,
3,0.332248065926391,0.0446332142066846,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,
3,0.347451445847978,0.0198302391013288,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064,,
4,0.326395413694279,0.0541813007742974,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.326395413694335,0.0541813007743066,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,
4,0.32639541369428,0.0541813007742975,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693,
4,0.342046069555025,0.0286486343739381,PHATRDRAFT_54478,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,
4,0.346568611039074,0.0212705063247669,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,PHATRDRAFT_10693,
4,0.346568611039074,0.0212705063247669,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,
4,0.346568611039167,0.0212705063247726,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.35182486438008,0.0126953920122019,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
5,0.346568611039077,0.0212705063247671,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_31367
