Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
2,0.351664599853408,0.00555293548735333,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,,,
2,0.351664599853524,0.00555293548716354,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,,,
2,0.351664599853718,0.00555293548716005,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,,,
2,0.351664599853411,0.00555293548721408,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,,,
3,0.351664599853411,0.00555293548718855,PHATRDRAFT_draft521,PHATRDRAFT_55192,PHATRDRAFT_35240,,,,,,,,
3,0.351664599853406,0.00555293548714419,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,,,,,,,,
6,0.32463764915631,0.0244495451913654,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_48078,,,,,
6,0.355602558573069,0.00279960715982976,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,,,,,
7,0.324637649156198,0.02444954519136,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_draft1572,PHATRDRAFT_28191,PHATRDRAFT_42245,,,,
7,0.324637649156313,0.0244495451913635,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_19708,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,
8,0.35560255857307,0.00279960715983563,PHATRDRAFT_55192,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_28191,,,
11,0.355602558573099,0.00279960715982451,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_26290,PHATRDRAFT_34120,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_8990,PHATRDRAFT_46728
