Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.359606707775731,0.0013565220717251,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30145,PHATRDRAFT_36257,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_49339,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_48977,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_42245,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,,,,,,,,,
28,0.359606707775732,0.0013565220712265,PHATRDRAFT_51092,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54477,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_31599,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_48078,PHATRDRAFT_48977,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_19901,PHATRDRAFT_54355,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_51830,,,,,
28,0.359606707775731,0.00127399583765353,PHATRDRAFT_51092,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54219,PHATRDRAFT_30145,PHATRDRAFT_36257,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_14962,PHATRDRAFT_31599,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_41969,PHATRDRAFT_859,PHATRDRAFT_48977,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,,,,,
28,0.359606707775731,0.00127399583756936,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_45947,PHATRDRAFT_30145,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_14962,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_28068,PHATRDRAFT_15730,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_19901,PHATRDRAFT_54355,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,Phatr3_EG02292,,,,,
28,0.359606707775731,0.00127399583734977,PHATRDRAFT_51092,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30145,PHATRDRAFT_16571,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_14962,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_20310,PHATRDRAFT_1784,PHATRDRAFT_1358,PHATRDRAFT_19901,PHATRDRAFT_16540,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,Phatr3_EG02292,,,,,
28,0.359606707775731,0.00135652207147863,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30145,PHATRDRAFT_55192,PHATRDRAFT_36257,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_49339,PHATRDRAFT_31599,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_15730,Phatr3_EG02569,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,,,
29,0.359606707775731,0.00162668693641302,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54477,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14962,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_39914,PHATRDRAFT_48307,PHATRDRAFT_20310,Phatr3_EG02569,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,,
29,0.359606707775731,0.00127399583755911,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30145,PHATRDRAFT_16571,PHATRDRAFT_55192,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_31599,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_48078,PHATRDRAFT_1784,PHATRDRAFT_1358,PHATRDRAFT_21970,PHATRDRAFT_19901,PHATRDRAFT_16540,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_49903,,,,
30,0.359606707775733,0.0016266869361008,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_30145,PHATRDRAFT_16571,PHATRDRAFT_36257,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_49339,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_14962,PHATRDRAFT_31599,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_20310,PHATRDRAFT_1784,PHATRDRAFT_1358,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,
30,0.35960670777573,0.00135652207138043,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_45947,PHATRDRAFT_54477,PHATRDRAFT_41807,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_31599,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_25932,PHATRDRAFT_11014,Phatr3_EG02569,PHATRDRAFT_19901,PHATRDRAFT_54355,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,
30,0.359606707775732,0.00135652207111292,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54219,PHATRDRAFT_54477,PHATRDRAFT_16571,PHATRDRAFT_36257,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_49339,PHATRDRAFT_31599,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_43469,PHATRDRAFT_23913,PHATRDRAFT_1784,PHATRDRAFT_1358,PHATRDRAFT_19901,PHATRDRAFT_16540,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,
30,0.359606707775731,0.0012739958375434,PHATRDRAFT_26934,PHATRDRAFT_51092,PHATRDRAFT_27726,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54477,PHATRDRAFT_16571,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14962,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_48977,PHATRDRAFT_1784,PHATRDRAFT_1358,PHATRDRAFT_42245,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,,,
30,0.359606707775731,0.00127399583766591,PHATRDRAFT_51092,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54219,PHATRDRAFT_30145,PHATRDRAFT_21988,PHATRDRAFT_55126,PHATRDRAFT_34120,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_31906,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_19979,PHATRDRAFT_859,Phatr3_EG02569,PHATRDRAFT_21970,PHATRDRAFT_19901,PHATRDRAFT_16540,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_12452,Phatr3_EG02611,Phatr3_EG02292,PHATRDRAFT_49903,,,
31,0.359606707775733,0.00127399583769083,PHATRDRAFT_51092,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_45947,PHATRDRAFT_54477,PHATRDRAFT_16571,PHATRDRAFT_36257,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_54493,PHATRDRAFT_28068,PHATRDRAFT_48977,PHATRDRAFT_1784,PHATRDRAFT_1358,PHATRDRAFT_19901,PHATRDRAFT_54355,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,Phatr3_EG02292,PHATRDRAFT_49903,,
33,0.359606707775731,0.00127399583745813,PHATRDRAFT_51092,PHATRDRAFT_49047,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_54477,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_55126,PHATRDRAFT_48983,PHATRDRAFT_34120,PHATRDRAFT_36256,PHATRDRAFT_49339,PHATRDRAFT_31906,PHATRDRAFT_14962,Phatr3_EG02361,PHATRDRAFT_49637,PHATRDRAFT_32057,PHATRDRAFT_54493,PHATRDRAFT_23913,PHATRDRAFT_46400,PHATRDRAFT_12431,PHATRDRAFT_44806,Phatr3_EG02569,PHATRDRAFT_19901,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_28181,PHATRDRAFT_12452,Phatr3_EG02611,PHATRDRAFT_54528,PHATRDRAFT_51830
