Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,
5,0.259345759184853,0.497930488238118,YPL061W,YOR120W,YDL171C,YJL121C,YBR006W,,,,,
5,0.259345759198731,0.497930486804102,YPL061W,YOR120W,YMR250W,YDL171C,YJL121C,,,,,
5,0.259345759184853,0.497930488238118,YPL061W,YGR019W,YOR120W,YDL171C,YJL121C,,,,,
6,0.259345759184853,0.497930488238118,YPL061W,YFL053W,YML070W,YDL171C,YJL121C,YBR006W,,,,
6,0.259345759184852,0.497930487752624,YPL061W,YGR019W,YIL053W,YER062C,YDL171C,YJL121C,,,,
6,0.259345759198731,0.497930486501049,YPL061W,YIL053W,YER062C,YMR250W,YDL171C,YJL121C,,,,
6,0.259345759198731,0.497930486804102,YPL061W,YFL053W,YML070W,YMR250W,YDL171C,YJL121C,,,,
6,0.259345759184853,0.497930488238118,YPL061W,YFL053W,YML070W,YGR019W,YDL171C,YJL121C,,,,
6,0.259345759184852,0.497930487752624,YPL061W,YIL053W,YER062C,YDL171C,YJL121C,YBR006W,,,,
9,0.227336147787229,0.00941285671293158,YOL086C,YDL168W,YGL256W,YBR145W,YMR083W,YPL061W,YOR120W,YMR250W,YJL121C,
10,0.124297739868077,0.311079269294237,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YGR019W,YDR148C,YOR120W,YDL171C,YJL121C
10,0.124678603617351,0.28923011198968,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YOR120W,YLL043W,YDL171C,YJL121C,YBR006W
10,0.124678603579188,0.289230107698605,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YIL053W,YER062C,YMR250W,YDL171C,YJL121C
