Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
3,0.274485191515392,0.327924715037466,YLR027C,YHR208W,YGR244C,,,,,,,,,
3,0.27448519152233,0.327924715033347,YLR027C,YDR148C,YHR208W,,,,,,,,,
4,0.274460808104676,0.327895577173529,YLR027C,YHR208W,YJL045W,YKL148C,,,,,,,,
6,0.27023712387664,0.0223783308077768,YPL061W,YLR027C,YDR148C,YOR120W,YJL121C,YBR006W,,,,,,
7,0.270237123883578,0.0223783267634119,YPL061W,YLR027C,YDR148C,YIL053W,YER062C,YMR250W,YJL121C,,,,,
7,0.270237123876642,0.0223783174239029,YPL061W,YLR027C,YIL053W,YER062C,YGR244C,YJL121C,YBR006W,,,,,
7,0.270075284936121,0.0223649130593437,YPL061W,YGR019W,YLR027C,YOR120W,YJL121C,YJL045W,YKL148C,,,,,
7,0.270237123876643,0.0223783166945414,YPL061W,YFL053W,YML070W,YLR027C,YDR148C,YMR250W,YJL121C,,,,,
8,0.270075284922242,0.0223649154244909,YPL061W,YFL053W,YML070W,YLR027C,YMR250W,YJL121C,YJL045W,YKL148C,,,,
10,0.13472750963863,0.0111568130533372,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YDR148C,YOR120W,YMR250W,YJL121C,YLR348C,,
11,0.134727509623016,0.0111567938828638,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YDR148C,YIL053W,YER062C,YMR250W,YJL121C,YLR348C,
12,0.134727509628222,0.0111567880274054,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YIL053W,YER062C,YMR250W,YJL121C,YLR348C,YJL045W,YKL148C
12,0.152697259922237,0.312422075439895,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YGR087C,YLR044C,YLR134W,YDR148C,YOR375C,YAL062W,YLR348C
